VIN_1_10,County,City,State,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Electric_Utility
WMEEJ9AA0F,clark,vancouver,WA,98682,2015,smart,fortwo electric drive,battery electric vehicle (bev),68,0,18,189968103,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WMEEJ9AA2D,king,seattle,WA,98125,2013,smart,fortwo electric drive,battery electric vehicle (bev),68,0,46,136827001,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RB6E42C,king,seattle,WA,98112,2012,chevrolet,volt,plug-in hybrid electric vehicle (phev),35,0,37,109988693,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1E45G,king,kirkland,WA,98034,2016,tesla,model s,battery electric vehicle (bev),210,0,45,171885381,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E44L,clark,vancouver,WA,98684,2020,tesla,model s,battery electric vehicle (bev),337,0,17,131590462,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WVWKR7AU2H,king,seattle,WA,98122,2017,volkswagen,e-golf,battery electric vehicle (bev),125,0,37,294722158,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RB6S59J,king,maple valley,WA,98038,2018,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,5,296774082,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RD6S55G,king,burien,WA,98166,2016,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,34,6323446,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7JRBR0FZXN,king,kirkland,WA,98033,2022,volvo,s60,plug-in hybrid electric vehicle (phev),22,0,45,192359366,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP1AE2AYXM,king,sammamish,WA,98074,2021,porsche,cayenne,plug-in hybrid electric vehicle (phev),16,0,45,180456258,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RD6S54G,snohomish,bothell,WA,98012,2016,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,1,270693188,PUGET SOUND ENERGY INC
WMZYU7C08L,king,medina,WA,98039,2020,mini,countryman,plug-in hybrid electric vehicle (phev),17,0,48,109162553,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1C4RJYB60N,king,seattle,WA,98103,2022,jeep,grand cherokee,plug-in hybrid electric vehicle (phev),25,0,43,228655745,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FA6P0PU1D,king,bellevue,WA,98008,2013,ford,fusion,plug-in hybrid electric vehicle (phev),19,0,48,103971787,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FADP3R46E,king,redmond,WA,98052,2014,ford,focus,battery electric vehicle (bev),76,0,48,332001414,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY1Z2C55E,snohomish,mill creek,WA,98012,2014,bmw,i3,battery electric vehicle (bev),81,0,44,233559021,PUGET SOUND ENERGY INC
YV4H60DL7N,king,woodinville,WA,98072,2022,volvo,xc60,plug-in hybrid electric vehicle (phev),35,0,45,205497260,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E48G,king,shoreline,WA,98133,2016,tesla,model s,battery electric vehicle (bev),210,0,32,267303326,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KMHC85LJ7L,king,bellevue,WA,98005,2020,hyundai,ioniq,battery electric vehicle (bev),170,0,41,140131400,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7JRBR0FM9M,king,seattle,WA,98125,2021,volvo,s60,plug-in hybrid electric vehicle (phev),22,0,46,148825295,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1E11F,king,covington,WA,98042,2015,tesla,model s,battery electric vehicle (bev),208,0,47,211380998,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RB6E42F,snohomish,everett,WA,98204,2015,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,21,120568969,PUGET SOUND ENERGY INC
WA1E2AFY7P,king,sammamish,WA,98074,2023,audi,q5 e,plug-in hybrid electric vehicle (phev),23,0,45,233837222,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1VABGE1M,king,mercer island,WA,98040,2021,audi,e-tron,battery electric vehicle (bev),222,0,41,139991260,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WVWPR7AU1K,king,renton,WA,98055,2019,volkswagen,e-golf,battery electric vehicle (bev),125,0,11,259312833,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDJX3AEXF,clark,vancouver,WA,98661,2015,kia,soul,battery electric vehicle (bev),93,0,49,158703800,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
JTJHKCFZ0R,king,redmond,WA,98052,2024,lexus,nx,plug-in hybrid electric vehicle (phev),37,0,48,260815985,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0DM0J,king,seattle,WA,98125,2018,volvo,xc60,plug-in hybrid electric vehicle (phev),17,52900,46,264614920,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5LMYJ9YY1P,thurston,rainier,WA,98576,2023,lincoln,aviator,plug-in hybrid electric vehicle (phev),21,0,2,260934397,PUGET SOUND ENERGY INC
WP1AE2A27F,king,sammamish,WA,98074,2015,porsche,cayenne,plug-in hybrid electric vehicle (phev),14,0,45,268689697,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4RJYD60P,king,bellevue,WA,98006,2023,jeep,grand cherokee,plug-in hybrid electric vehicle (phev),25,0,41,259113928,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
4JGDA6DB2G,king,des moines,WA,98198,2016,mercedes-benz,gle-class,plug-in hybrid electric vehicle (phev),10,0,33,238789736,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2T3YL4DV2D,king,seattle,WA,98112,2013,toyota,rav4,battery electric vehicle (bev),103,0,43,191596912,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WAUTPBFFXG,king,seattle,WA,98119,2016,audi,a3,plug-in hybrid electric vehicle (phev),16,0,36,9748112,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1H44F,kitsap,seabeck,WA,98380,2015,tesla,model s,battery electric vehicle (bev),208,0,35,206285075,PUGET SOUND ENERGY INC
1C4RJYE63N,king,issaquah,WA,98027,2022,jeep,grand cherokee,plug-in hybrid electric vehicle (phev),25,0,5,228612205,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WVWPP7AU3F,king,burien,WA,98166,2015,volkswagen,e-golf,battery electric vehicle (bev),83,0,34,196005708,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JA4T5WA96R,jefferson,port townsend,WA,98368,2024,mitsubishi,outlander,plug-in hybrid electric vehicle (phev),38,0,24,262783146,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
5YJSA1E49H,king,enumclaw,WA,98022,2017,tesla,model s,battery electric vehicle (bev),210,0,31,349474940,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJXCBE26J,king,bellevue,WA,98008,2018,tesla,model x,battery electric vehicle (bev),238,0,48,179755166,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1DP6C,snohomish,lynnwood,WA,98037,2012,tesla,model s,battery electric vehicle (bev),265,59900,21,943078,PUGET SOUND ENERGY INC
KM8JBDD23R,thurston,olympia,WA,98502,2024,hyundai,tucson,plug-in hybrid electric vehicle (phev),33,0,22,261210449,PUGET SOUND ENERGY INC
KNDRMDLH9R,king,seattle,WA,98144,2024,kia,sorento,plug-in hybrid electric vehicle (phev),32,0,37,261603590,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
LYVBR0DM0K,king,burien,WA,98166,2019,volvo,xc60,plug-in hybrid electric vehicle (phev),17,52900,34,136977725,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTJKKCFZ6N,kitsap,seabeck,WA,98380,2022,lexus,nx,plug-in hybrid electric vehicle (phev),37,0,35,207092560,PUGET SOUND ENERGY INC
WMZYU7C43J,king,kirkland,WA,98033,2018,mini,countryman,plug-in hybrid electric vehicle (phev),12,36800,45,312970920,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RA6E49C,thurston,rochester,WA,98579,2012,chevrolet,volt,plug-in hybrid electric vehicle (phev),35,0,35,207524404,PUGET SOUND ENERGY INC
1C4RJYE66N,kitsap,silverdale,WA,98383,2022,jeep,grand cherokee,plug-in hybrid electric vehicle (phev),25,0,23,268254892,PUGET SOUND ENERGY INC
3FA6P0SU9F,king,kenmore,WA,98028,2015,ford,fusion,plug-in hybrid electric vehicle (phev),19,0,46,142789965,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H600Z8N,king,sammamish,WA,98075,2022,volvo,xc90,plug-in hybrid electric vehicle (phev),35,0,41,201908857,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0CZXN,king,seattle,WA,98107,2022,volvo,xc90,plug-in hybrid electric vehicle (phev),18,0,36,264502787,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4H60DN1P,king,redmond,WA,98052,2023,volvo,xc60,plug-in hybrid electric vehicle (phev),35,0,48,236488759,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1LAAGE9K,king,sammamish,WA,98074,2019,audi,e-tron,battery electric vehicle (bev),204,0,45,249940771,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJXCAE44L,clark,ridgefield,WA,98642,2020,tesla,model x,battery electric vehicle (bev),289,0,18,132344348,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
JTDKN3DP7D,king,auburn,WA,98002,2013,toyota,prius plug-in,plug-in hybrid electric vehicle (phev),6,0,47,127527865,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1F2AFY6R,snohomish,lynnwood,WA,98036,2024,audi,q5 e,plug-in hybrid electric vehicle (phev),23,0,1,259724412,PUGET SOUND ENERGY INC
KNDCC3LD7M,king,redmond,WA,98052,2021,kia,niro,plug-in hybrid electric vehicle (phev),26,0,45,254877626,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2C4RC1H78K,king,kirkland,WA,98034,2019,chrysler,pacifica,plug-in hybrid electric vehicle (phev),32,39995,45,192400848,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KL8CL6S00G,thurston,tumwater,WA,98501,2016,chevrolet,spark,battery electric vehicle (bev),82,0,35,223939754,PUGET SOUND ENERGY INC
WP1BE2AY8P,king,bellevue,WA,98008,2023,porsche,cayenne,plug-in hybrid electric vehicle (phev),14,0,48,251254594,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4JJXR66M,king,bellevue,WA,98006,2021,jeep,wrangler,plug-in hybrid electric vehicle (phev),21,0,41,156810881,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RC6S53K,cowlitz,woodland,WA,98674,2019,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,20,179687427,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
WBY2Z2C35H,king,seattle,WA,98101,2017,bmw,i8,plug-in hybrid electric vehicle (phev),14,0,43,149072885,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTDKN3DP7F,king,seattle,WA,98119,2015,toyota,prius plug-in,plug-in hybrid electric vehicle (phev),6,0,36,128527479,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1H47F,king,yarrow point,WA,98004,2015,tesla,model s,battery electric vehicle (bev),208,0,48,175668258,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JHMZC5F30M,king,covington,WA,98042,2021,honda,clarity,plug-in hybrid electric vehicle (phev),47,0,47,154223709,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RB6S59K,king,seattle,WA,98119,2019,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,36,277488333,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JA4T5VA97P,king,tukwila,WA,98188,2023,mitsubishi,outlander,plug-in hybrid electric vehicle (phev),38,0,11,255197169,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBA33AG08N,pierce,gig harbor,WA,98332,2022,bmw,530e,plug-in hybrid electric vehicle (phev),18,0,26,235034187,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
WMZYU7C40J,island,oak harbor,WA,98277,2018,mini,countryman,plug-in hybrid electric vehicle (phev),12,36800,10,227489349,PUGET SOUND ENERGY INC
YV4H60CF6R,king,redmond,WA,98052,2024,volvo,xc90,plug-in hybrid electric vehicle (phev),32,0,48,268797217,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTJHKCFZ4N,king,sammamish,WA,98075,2022,lexus,nx,plug-in hybrid electric vehicle (phev),37,0,41,213589316,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA11AAGE5M,king,maple valley,WA,98038,2021,audi,e-tron sportback,battery electric vehicle (bev),218,0,5,267822838,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0DM5M,king,seattle,WA,98103,2021,volvo,xc60,plug-in hybrid electric vehicle (phev),18,0,43,148832925,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3C3CFFGE3D,king,federal way,WA,98023,2013,fiat,500,battery electric vehicle (bev),87,0,30,348365440,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP1AE2AY9L,clark,camas,WA,98607,2020,porsche,cayenne,plug-in hybrid electric vehicle (phev),14,81100,18,261209987,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KM8K33AG8L,snohomish,lake stevens,WA,98258,2020,hyundai,kona,battery electric vehicle (bev),258,0,44,186117851,PUGET SOUND ENERGY INC
1N4BZ1CP4L,king,kenmore,WA,98028,2020,nissan,leaf,battery electric vehicle (bev),215,0,46,148696075,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WAUUPBFF7H,king,kirkland,WA,98034,2017,audi,a3,plug-in hybrid electric vehicle (phev),16,0,45,118099698,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5LMTJ5DZ2N,king,redmond,WA,98052,2022,lincoln,corsair,plug-in hybrid electric vehicle (phev),28,0,48,193441104,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMEB3FVXP,king,seattle,WA,98118,2023,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,37,233551902,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDCC3LD7J,king,bellevue,WA,98008,2018,kia,niro,plug-in hybrid electric vehicle (phev),26,0,48,115213542,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RA6E41D,thurston,yelm,WA,98597,2013,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,20,122672406,PUGET SOUND ENERGY INC
WAUTPBFF9J,king,burien,WA,98166,2018,audi,a3,plug-in hybrid electric vehicle (phev),16,0,34,124686978,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60DP3N,king,kent,WA,98030,2022,volvo,xc60,plug-in hybrid electric vehicle (phev),35,0,47,239970132,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E40L,king,shoreline,WA,98177,2020,tesla,model s,battery electric vehicle (bev),337,0,32,4879283,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
LPSED3KA4M,king,issaquah,WA,98027,2021,polestar,ps2,battery electric vehicle (bev),233,0,5,212270936,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMFB3FVXR,clark,washougal,WA,98671,2024,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,18,262149023,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA)
KNDCM3LD1L,king,seattle,WA,98144,2020,kia,niro,plug-in hybrid electric vehicle (phev),26,0,37,264616523,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
SADHB2S12L,king,renton,WA,98055,2020,jaguar,i-pace,battery electric vehicle (bev),234,0,11,157552314,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1DN9D,snohomish,brier,WA,98036,2013,tesla,model s,battery electric vehicle (bev),208,69900,1,293019996,PUGET SOUND ENERGY INC
YV1H60EP4R,king,seattle,WA,98122,2024,volvo,v60,plug-in hybrid electric vehicle (phev),41,0,37,267378142,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR0CL4L,thurston,yelm,WA,98597,2020,volvo,xc90,plug-in hybrid electric vehicle (phev),18,0,2,271323979,PUGET SOUND ENERGY INC
5LMYJ8XYXM,king,seatac,WA,98188,2021,lincoln,aviator,plug-in hybrid electric vehicle (phev),21,0,33,258746974,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FA6P0PU3J,king,auburn,WA,98092,2018,ford,fusion,plug-in hybrid electric vehicle (phev),21,0,47,187215962,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60DA8P,king,kirkland,WA,98033,2023,volvo,xc60,plug-in hybrid electric vehicle (phev),35,0,48,229479778,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNAGV4LD3H,thurston,olympia,WA,98502,2017,kia,optima,plug-in hybrid electric vehicle (phev),29,0,22,123266006,PUGET SOUND ENERGY INC
5UX43EU09S,king,lake forest park,WA,98155,2025,bmw,x5,plug-in hybrid electric vehicle (phev),40,0,46,268818343,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WMWXP3C04M,clark,vancouver,WA,98665,2021,mini,hardtop,battery electric vehicle (bev),110,0,49,141078381,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KM8S7DA2XN,king,seattle,WA,98199,2022,hyundai,santa fe,plug-in hybrid electric vehicle (phev),31,0,36,230169761,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WA12ABGE4L,king,seattle,WA,98105,2020,audi,e-tron sportback,battery electric vehicle (bev),218,0,43,257498832,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTMFB3FV4P,king,seattle,WA,98101,2023,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,43,256377558,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1FW6S01J,king,seattle,WA,98133,2018,chevrolet,bolt ev,battery electric vehicle (bev),238,0,46,256044302,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WAUTPBFF7J,king,seattle,WA,98119,2018,audi,a3,plug-in hybrid electric vehicle (phev),16,0,36,168607162,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1N4BZ1DP6L,clark,vancouver,WA,98683,2020,nissan,leaf,battery electric vehicle (bev),215,0,18,146845114,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1G1FW6S05L,king,seattle,WA,98125,2020,chevrolet,bolt ev,battery electric vehicle (bev),259,0,46,255164871,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WDC0G5EB9J,king,seattle,WA,98115,2018,mercedes-benz,glc-class,plug-in hybrid electric vehicle (phev),9,0,46,170727154,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WA1F2AFY2L,clark,vancouver,WA,98685,2020,audi,q5 e,plug-in hybrid electric vehicle (phev),20,0,18,101819728,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WAUUPBFF4H,king,seattle,WA,98177,2017,audi,a3,plug-in hybrid electric vehicle (phev),16,0,36,275136641,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJRE1A10A,king,seattle,WA,98102,2010,tesla,roadster,battery electric vehicle (bev),245,110950,43,112555467,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTJKKCFZ5R,king,burien,WA,98146,2024,lexus,nx,plug-in hybrid electric vehicle (phev),37,0,34,266636205,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WA1LAAGEXM,clark,ridgefield,WA,98642,2021,audi,e-tron,battery electric vehicle (bev),222,0,18,224712953,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
JTMCB3FV6P,king,renton,WA,98058,2023,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,11,254027735,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1LAAGE3M,king,beaux arts,WA,98004,2021,audi,e-tron,battery electric vehicle (bev),222,0,41,152061752,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KMHC75LH5K,thurston,yelm,WA,98597,2019,hyundai,ioniq,battery electric vehicle (bev),29,0,2,179814883,PUGET SOUND ENERGY INC
5YJSA1S13E,king,bellevue,WA,98008,2014,tesla,model s,battery electric vehicle (bev),208,69900,48,218783421,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP1AE2A27H,king,seattle,WA,98102,2017,porsche,cayenne,plug-in hybrid electric vehicle (phev),14,0,43,123390396,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4H60DL0R,king,seattle,WA,98101,2024,volvo,xc60,plug-in hybrid electric vehicle (phev),35,0,43,269132797,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBA33AG00P,king,kenmore,WA,98028,2023,bmw,530e,plug-in hybrid electric vehicle (phev),18,0,46,229868411,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60CM8N,king,bellevue,WA,98006,2022,volvo,xc90,plug-in hybrid electric vehicle (phev),35,0,41,252597782,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KMHC65LD4J,clark,camas,WA,98607,2018,hyundai,ioniq,plug-in hybrid electric vehicle (phev),29,0,18,269732375,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KNAGV4LD2J,king,des moines,WA,98198,2018,kia,optima,plug-in hybrid electric vehicle (phev),29,0,33,169208217,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4RJYB68N,king,mercer island,WA,98040,2022,jeep,grand cherokee,plug-in hybrid electric vehicle (phev),25,0,41,220378483,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JA4J24A51L,king,kent,WA,98031,2020,mitsubishi,outlander,plug-in hybrid electric vehicle (phev),22,0,11,120627678,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMCB3FV4N,clark,vancouver,WA,98682,2022,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,17,204998895,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
YV4H60DE7P,king,redmond,WA,98052,2023,volvo,xc60,plug-in hybrid electric vehicle (phev),35,0,45,219040538,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WVWPP7AU6F,king,kirkland,WA,98034,2015,volkswagen,e-golf,battery electric vehicle (bev),83,0,45,184189043,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1VABGE3M,king,covington,WA,98042,2021,audi,e-tron,battery electric vehicle (bev),222,0,47,202276665,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
SALWR2RY9L,king,sammamish,WA,98074,2020,land rover,range rover sport,plug-in hybrid electric vehicle (phev),19,0,45,4995336,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60DM9R,king,seattle,WA,98102,2024,volvo,xc60,plug-in hybrid electric vehicle (phev),35,0,43,260377904,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G6RP1E4XE,king,shoreline,WA,98155,2014,cadillac,elr,plug-in hybrid electric vehicle (phev),37,0,32,195616872,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDRJDLH2N,clark,vancouver,WA,98683,2022,kia,sorento,plug-in hybrid electric vehicle (phev),32,0,18,209718127,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJSA1E10G,king,seattle,WA,98116,2016,tesla,model s,battery electric vehicle (bev),210,0,34,240026776,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDCC3LD9M,king,shoreline,WA,98133,2021,kia,niro,plug-in hybrid electric vehicle (phev),26,0,32,156466943,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WA1AAAGE2M,clark,ridgefield,WA,98642,2021,audi,e-tron,battery electric vehicle (bev),222,0,17,265778334,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WMZ23BS09N,snohomish,lake stevens,WA,98258,2022,mini,countryman,plug-in hybrid electric vehicle (phev),17,0,44,154653404,PUGET SOUND ENERGY INC
2C4RC1H79L,thurston,olympia,WA,98501,2020,chrysler,pacifica,plug-in hybrid electric vehicle (phev),32,0,22,141856984,PUGET SOUND ENERGY INC
1G1RD6E41E,king,redmond,WA,98052,2014,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,48,227806442,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FA6P0PU0H,clark,vancouver,WA,98682,2017,ford,fusion,plug-in hybrid electric vehicle (phev),21,0,17,9845370,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
ZASPATDW4R,king,seattle,WA,98199,2024,alfa romeo,tonale,plug-in hybrid electric vehicle (phev),33,0,36,267778563,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RA6E4XC,skagit,sedro-woolley,WA,98284,2012,chevrolet,volt,plug-in hybrid electric vehicle (phev),35,0,39,161758285,PUGET SOUND ENERGY INC
WBA5P9C06N,king,seattle,WA,98112,2022,bmw,330e,plug-in hybrid electric vehicle (phev),22,0,43,203690924,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5LMTJ5DZXN,clark,ridgefield,WA,98642,2022,lincoln,corsair,plug-in hybrid electric vehicle (phev),28,0,18,233042631,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1FADP3R41F,thurston,rochester,WA,98579,2015,ford,focus,battery electric vehicle (bev),76,0,20,288872811,PUGET SOUND ENERGY INC
5YJSA1AG7D,lewis,chehalis,WA,98532,2013,tesla,model s,battery electric vehicle (bev),208,69900,20,159212882,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY
1G1RD6E46C,thurston,olympia,WA,98506,2012,chevrolet,volt,plug-in hybrid electric vehicle (phev),35,0,22,244376989,PUGET SOUND ENERGY INC
1FMCU0E11P,king,bellevue,WA,98008,2023,ford,escape,plug-in hybrid electric vehicle (phev),37,0,48,238701130,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60DZ9N,king,seattle,WA,98117,2022,volvo,xc60,plug-in hybrid electric vehicle (phev),35,0,36,199099449,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1CN9D,king,seattle,WA,98112,2013,tesla,model s,battery electric vehicle (bev),208,69900,43,131913953,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
